ID,present_skills,missing_skills
28175164,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
10399912,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
20417897,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
18731098,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
30563572,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
24402267,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
32308556,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
27847081,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
25150191,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
37058472,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
68240723,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
76010167,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
19164410,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
29147100,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
25061645,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
11919526,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
81011612,"['data analysis', 'sql']","['machine learning', 'nlp', 'statistics', 'excel', 'python']"
11722421,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
13774329,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
35990852,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
36269672,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
90066849,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
27529455,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
85101052,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
22567495,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
10751444,"['python', 'data analysis', 'excel', 'statistics']","['machine learning', 'nlp', 'sql']"
11807040,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
12415691,"['python', 'sql']","['machine learning', 'data analysis', 'nlp', 'statistics', 'excel']"
38565119,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
21705160,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
26496059,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
29524570,"['data analysis', 'sql', 'excel']","['machine learning', 'statistics', 'nlp', 'python']"
15936656,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
13557622,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
41506705,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
32954522,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
44185767,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
14014749,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
34349255,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
16288901,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
25422388,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
22496394,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
38744475,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
67582956,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
26676567,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
14724186,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
10748989,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
26924514,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
12674307,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
23951429,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
26046064,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
28326441,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
78149576,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
17555081,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
39776400,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
37263609,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
13518263,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
11155153,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
54201930,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
10466583,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
26790545,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
11958994,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
30968749,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
20932019,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
51681660,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
34657584,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
15471999,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
18979238,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
26622051,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
22675694,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
25023614,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
20390397,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
17199951,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
14743911,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
24455357,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
91153752,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
14528265,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
18460045,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
20986595,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
20748926,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
32532982,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
34317538,"['data analysis', 'sql', 'excel']","['machine learning', 'statistics', 'nlp', 'python']"
19195747,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
12547982,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
94417768,['statistics'],"['sql', 'machine learning', 'data analysis', 'nlp', 'excel', 'python']"
24655918,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
27497542,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
62312955,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
22506245,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
28663949,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
39434376,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
13998435,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
30965258,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
18835363,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
26503829,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
18198627,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
39252859,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
34051710,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
37664296,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
21916744,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
15425154,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
24285142,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
24583187,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
29865476,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
25949631,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
21283733,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
51018476,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
13014900,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
44145704,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
18795567,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
42384185,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
26942552,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
67645662,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
34511655,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
37695494,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
93301686,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
36856210,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
21780877,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
33241454,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
25990239,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
16899268,['data analysis'],"['sql', 'machine learning', 'nlp', 'statistics', 'excel', 'python']"
91635250,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
19796840,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
15651486,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
52246737,['statistics'],"['sql', 'machine learning', 'data analysis', 'nlp', 'excel', 'python']"
12045067,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
13836471,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
14789139,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
36434348,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
27536013,"['data analysis', 'sql']","['machine learning', 'nlp', 'statistics', 'excel', 'python']"
18301617,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
24913648,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
26801767,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
27372171,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
91697974,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
28672970,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
66832845,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
25207620,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
41344156,"['data analysis', 'sql']","['machine learning', 'nlp', 'statistics', 'excel', 'python']"
68460556,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
10247517,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
25959103,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
13385306,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
38753827,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
17681064,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
25905275,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
11580408,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
19201175,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
12635195,"['python', 'data analysis']","['sql', 'machine learning', 'nlp', 'statistics', 'excel']"
32959732,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
17688766,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
20024870,"['sql', 'excel', 'statistics']","['machine learning', 'data analysis', 'nlp', 'python']"
22450718,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
46260230,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
10839851,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
18752129,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
37764298,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
90867631,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
17641670,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
24889109,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
24083609,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
24038620,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
29051656,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
20237244,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
20001721,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
92069209,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
13405733,"['python', 'sql', 'excel']","['machine learning', 'statistics', 'data analysis', 'nlp']"
28697203,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
28035460,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
21283365,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
17987433,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
10553553,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
15118506,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
18176523,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
24020470,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
70089206,"['sql', 'statistics']","['machine learning', 'data analysis', 'nlp', 'excel', 'python']"
27770859,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
57002858,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
13477922,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
28126340,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
37242217,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
10089434,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
11957080,"['data analysis', 'sql', 'excel']","['machine learning', 'statistics', 'nlp', 'python']"
35325329,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
10840430,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
64017585,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
19850482,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
52618188,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
28897981,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
51639418,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
20674668,"['python', 'sql', 'excel', 'statistics']","['machine learning', 'data analysis', 'nlp']"
23527321,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
18159866,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
22776912,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
23864648,['data analysis'],"['sql', 'machine learning', 'nlp', 'statistics', 'excel', 'python']"
18187364,"['sql', 'statistics']","['machine learning', 'data analysis', 'nlp', 'excel', 'python']"
83816738,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
20824105,['python'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'excel']"
